SBY 19:25:20 [hyperram_bmc] Removing directory 'hyperram_bmc'.
SBY 19:25:20 [hyperram_bmc] Copy 'src/hyperram.v' to 'hyperram_bmc/src/hyperram.v'.
SBY 19:25:20 [hyperram_bmc] engine_0: smtbmc
SBY 19:25:20 [hyperram_bmc] base: starting process "cd hyperram_bmc/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:89.4-89.95.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:91.4-91.103.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:97.4-97.96.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\latency_cycles' is assigned in a block at hyperram.v:99.4-99.104.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:342.13-342.59.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:343.15-343.64.
SBY 19:25:20 [hyperram_bmc] base: Warning: wire '\hb_dq_o' is assigned in a block at hyperram.v:344.15-344.31.
SBY 19:25:23 [hyperram_bmc] base: finished (returncode=0)
SBY 19:25:23 [hyperram_bmc] smt2: starting process "cd hyperram_bmc/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 19:25:24 [hyperram_bmc] smt2: finished (returncode=0)
SBY 19:25:24 [hyperram_bmc] engine_0: starting process "cd hyperram_bmc; yosys-smtbmc --presat --unroll --noprogress -t 100  --append 0 --dump-vcd engine_0/trace.vcd --dump-vlogtb engine_0/trace_tb.v --dump-smtc engine_0/trace.smtc model/design_smt2.smt2"
SBY 19:26:13 [hyperram_bmc] engine_0: ##   0:00:49  Checking assumptions in step 43..
SBY 19:26:13 [hyperram_bmc] engine_0: ##   0:00:49  Checking assertions in step 43..
SBY 19:26:15 [hyperram_bmc] engine_0: ##   0:00:51  Checking assumptions in step 44..
SBY 19:26:16 [hyperram_bmc] engine_0: ##   0:00:52  Checking assertions in step 44..
SBY 19:26:19 [hyperram_bmc] engine_0: ##   0:00:55  Checking assumptions in step 45..
SBY 19:26:20 [hyperram_bmc] engine_0: ##   0:00:55  Checking assertions in step 45..
SBY 19:26:21 [hyperram_bmc] engine_0: ##   0:00:57  Checking assumptions in step 46..
SBY 19:26:23 [hyperram_bmc] engine_0: ##   0:00:59  Checking assertions in step 46..
SBY 19:26:26 [hyperram_bmc] engine_0: ##   0:01:02  Checking assumptions in step 47..
SBY 19:26:26 [hyperram_bmc] engine_0: ##   0:01:02  Checking assertions in step 47..
SBY 19:26:28 [hyperram_bmc] engine_0: ##   0:01:04  Checking assumptions in step 48..
SBY 19:26:28 [hyperram_bmc] engine_0: ##   0:01:04  Checking assertions in step 48..
SBY 19:26:30 [hyperram_bmc] engine_0: ##   0:01:06  Checking assumptions in step 49..
SBY 19:26:30 [hyperram_bmc] engine_0: ##   0:01:06  Checking assertions in step 49..
SBY 19:26:32 [hyperram_bmc] engine_0: ##   0:01:08  Checking assumptions in step 50..
SBY 19:26:32 [hyperram_bmc] engine_0: ##   0:01:08  Checking assertions in step 50..
SBY 19:26:35 [hyperram_bmc] engine_0: ##   0:01:11  Checking assumptions in step 51..
SBY 19:26:38 [hyperram_bmc] engine_0: ##   0:01:14  Checking assertions in step 51..
SBY 19:26:40 [hyperram_bmc] engine_0: ##   0:01:16  Checking assumptions in step 52..
SBY 19:26:40 [hyperram_bmc] engine_0: ##   0:01:16  Checking assertions in step 52..
SBY 19:26:43 [hyperram_bmc] engine_0: ##   0:01:19  Checking assumptions in step 53..
SBY 19:26:43 [hyperram_bmc] engine_0: ##   0:01:19  Checking assertions in step 53..
SBY 19:26:46 [hyperram_bmc] engine_0: ##   0:01:22  Checking assumptions in step 54..
SBY 19:26:46 [hyperram_bmc] engine_0: ##   0:01:22  Checking assertions in step 54..
SBY 19:26:49 [hyperram_bmc] engine_0: ##   0:01:25  Checking assumptions in step 55..
SBY 19:26:50 [hyperram_bmc] engine_0: ##   0:01:26  Checking assertions in step 55..
SBY 19:26:53 [hyperram_bmc] engine_0: ##   0:01:28  Checking assumptions in step 56..
SBY 19:26:55 [hyperram_bmc] engine_0: ##   0:01:31  Checking assertions in step 56..
